q_id,web_list
108,"[828, 1302, 1547, 1901, 290]"
109,"[58, 28, 1045, 1536, 280]"
110,"[1607, 256, 1536, 1077, 1928]"
111,"[722, 1915, 926, 116, 1721]"
112,"[1908, 813, 1587, 1197, 425]"
113,"[1541, 1624, 1553, 1628, 664]"
114,"[1543, 1900, 1915, 1552, 1902]"
115,"[1915, 1552, 1902, 1917, 1516]"
116,"[1026, 159, 921, 1587, 1914]"
117,"[1586, 1020, 1118, 866, 1008]"
118,"[372, 741, 368, 757, 770]"
119,"[478, 1924, 1558, 1619, 1557]"
120,"[828, 345, 935, 660, 1175]"
121,"[1607, 368, 1157, 1186, 373]"
122,"[625, 650, 6, 7, 8]"
123,"[962, 813, 934, 1548, 406]"
124,"[884, 891, 87, 1568, 1535]"
125,"[1570, 1619, 1930, 1072, 349]"
126,"[648, 655, 664, 903, 635]"
127,"[1642, 926, 1618, 1550, 1125]"
128,"[114, 1617, 1113, 1070, 1897]"
129,"[368, 1607, 1157, 369, 1186]"
130,"[1555, 1655, 292, 697, 1721]"
131,"[860, 1554, 689, 651, 1527]"
132,"[1907, 1623, 1619, 1570, 1072]"
133,"[478, 1924, 1543, 1900, 903]"
134,"[106, 1909, 1032, 1916, 1123]"
135,"[1607, 368, 372, 741, 1186]"
136,"[785, 828, 1121, 1594, 1569]"
137,"[1607, 1157, 1608, 368, 1072]"
138,"[1617, 1724, 114, 1536, 1907]"
139,"[1930, 1607, 1157, 374, 368]"
140,"[74, 78, 636, 1548, 232]"
141,"[1607, 1544, 679, 680, 681]"
142,"[112, 890, 1528, 1906, 1070]"
143,"[935, 1587, 928, 159, 921]"
144,"[1548, 1054, 1918, 1897, 1922]"
145,"[57, 827, 801, 1197, 813]"
146,"[1548, 1536, 78, 1663, 133]"
147,"[1907, 625, 962, 928, 1618]"
148,"[1930, 677, 476, 1618, 106]"
149,"[1930, 1157, 369, 368, 1056]"
150,"[1619, 1607, 691, 1570, 1072]"
151,"[625, 1042, 1070, 1598, 1032]"
152,"[1617, 114, 1070, 722, 116]"
153,"[1543, 1900, 1908, 1915, 406]"
154,"[1548, 78, 453, 1619, 1525]"
155,"[888, 1601, 1542, 1587, 1038]"
156,"[476, 1554, 1527, 1627, 1905]"
157,"[1607, 368, 741, 1080, 1186]"
158,"[1071, 114, 1748, 868, 321]"
159,"[1601, 1614, 1521, 88, 888]"
160,"[679, 680, 681, 718, 827]"
161,"[1884, 106, 1748, 476, 868]"
162,"[1607, 1539, 1629, 1586, 1554]"
163,"[1907, 114, 858, 1199, 99]"
164,"[1543, 1900, 1548, 1931, 426]"
165,"[78, 1548, 57, 907, 1525]"
166,"[828, 381, 1056, 1428, 1882]"
167,"[785, 632, 1541, 1196, 1553]"
168,"[987, 1133, 173, 953, 935]"
169,"[138, 1630, 270, 455, 1192]"
170,"[625, 1500, 1302, 1528, 1906]"
171,"[1674, 872, 904, 1536, 324]"
172,"[1907, 114, 1617, 1618, 106]"
173,"[828, 623, 1056, 72, 131]"
174,"[928, 1897, 1922, 1926, 1564]"
175,"[99, 1313, 793, 1044, 715]"
176,"[1915, 1547, 1901, 1297, 761]"
177,"[1607, 1897, 1922, 1917, 1604]"
178,"[1907, 1897, 1922, 688, 1536]"
179,"[648, 1189, 122, 867, 933]"
180,"[1543, 1900, 1915, 1552, 1902]"
181,"[884, 1207, 1607, 1544, 1538]"
182,"[1930, 1157, 368, 369, 1056]"
183,"[1915, 1543, 1900, 1917, 1552]"
184,"[1607, 116, 1915, 2, 3]"
185,"[1570, 602, 1193, 470, 620]"
186,"[1607, 368, 1157, 369, 1528]"
187,"[113, 1897, 1922, 1532, 1589]"
188,"[478, 1924, 1884, 1552, 1902]"
189,"[1558, 909, 828, 456, 1721]"
190,"[1543, 1900, 1915, 1917, 1552]"
191,"[114, 1710, 1617, 1528, 1906]"
192,"[1607, 466, 462, 1587, 425]"
193,"[1543, 1900, 1915, 1552, 1902]"
194,"[1066, 1926, 1539, 1629, 1428]"
195,"[1543, 1900, 1607, 1915, 935]"
196,"[114, 1748, 1533, 1070, 868]"
197,"[1607, 368, 372, 741, 757]"
198,"[1557, 926, 1106, 116, 1125]"
199,"[152, 168, 100, 169, 1673]"
200,"[1884, 114, 478, 1924, 1543]"
201,"[928, 1587, 1583, 932, 157]"
202,"[1543, 1900, 1917, 1607, 1552]"
203,"[1548, 78, 82, 907, 1663]"
204,"[1607, 1157, 368, 1608, 369]"
205,"[1915, 1543, 1900, 623, 1884]"
206,"[1548, 78, 1663, 133, 453]"
207,"[114, 1617, 1070, 118, 1638]"
208,"[1601, 888, 106, 375, 390]"
209,"[1746, 1118, 1887, 935, 904]"
210,"[1050, 1033, 1586, 926, 198]"
211,"[478, 1924, 1884, 1070, 114]"
212,"[1897, 1922, 113, 413, 1536]"
213,"[1489, 114, 1532, 1589, 1904]"
214,"[1889, 1724, 1884, 1253, 1635]"
215,"[1428, 1882, 1897, 1922, 1543]"
216,"[114, 1529, 1588, 1617, 1064]"
217,"[909, 16, 18, 1194, 1204]"
218,"[201, 200, 1054, 1926, 1907]"
219,"[1617, 1558, 1619, 1618, 1557]"
220,"[1557, 1619, 1915, 1558, 1617]"
221,"[1607, 1608, 1157, 368, 697]"
222,"[945, 1934, 1013, 209, 1547]"
223,"[936, 928, 688, 1340, 1587]"
224,"[114, 1072, 1193, 602, 1617]"
225,"[759, 752, 1910, 1935, 1529]"
226,"[1587, 1553, 1628, 324, 1102]"
227,"[113, 1095, 1133, 935, 666]"
228,"[1601, 698, 114, 1617, 88]"
229,"[1607, 1544, 368, 679, 680]"
230,"[1897, 1922, 1587, 688, 928]"
231,"[1936, 903, 1498, 598, 600]"
232,"[1428, 1882, 426, 1898, 1543]"
233,"[114, 1617, 1522, 1113, 1521]"
234,"[848, 50, 1895, 827, 1535]"
235,"[885, 372, 1897, 1922, 1544]"
236,"[114, 1617, 1113, 828, 1070]"
237,"[871, 1927, 1528, 1906, 1674]"
238,"[885, 1936, 903, 406, 407]"
239,"[439, 1277, 1637, 1884, 1687]"
240,"[679, 680, 681, 718, 1721]"
241,"[1930, 1607, 1157, 369, 1056]"
242,"[1480, 159, 921, 1133, 1054]"
243,"[372, 1607, 114, 1617, 1202]"
244,"[1536, 113, 936, 1567, 1611]"
245,"[1886, 1884, 903, 478, 1924]"
246,"[1543, 1900, 1552, 1902, 1917]"
247,"[1610, 960, 884, 480, 201]"
248,"[1607, 1570, 1619, 1072, 1544]"
249,"[1617, 114, 1113, 1070, 1897]"
250,"[1541, 1524, 1559, 1525, 1318]"
251,"[884, 688, 708, 1601, 1604]"
252,"[1528, 1906, 1928, 926, 1915]"
253,"[698, 1516, 16, 18, 1194]"
254,"[478, 1924, 1915, 1543, 1900]"
255,"[679, 680, 681, 718, 688]"
256,"[1157, 1607, 368, 369, 1056]"
257,"[907, 78, 1548, 743, 1252]"
258,"[625, 1003, 232, 636, 239]"
259,"[1921, 1897, 1922, 1542, 1543]"
260,"[78, 1548, 133, 1525, 453]"
261,"[4, 37, 1884, 1618, 1548]"
262,"[1886, 1618, 903, 1106, 1936]"
263,"[1587, 1908, 813, 934, 1542]"
264,"[1158, 887, 1186, 374, 345]"
265,"[478, 1924, 1915, 1543, 1900]"
266,"[106, 1910, 1526, 1899, 1623]"
267,"[1543, 1900, 1555, 292, 1655]"
268,"[1884, 478, 1924, 1562, 1531]"
269,"[1586, 1556, 1538, 1615, 1056]"
270,"[691, 1607, 1538, 1615, 1544]"
271,"[1592, 1929, 1154, 1933, 1680]"
272,"[886, 737, 1530, 1613, 363]"
273,"[1619, 116, 1558, 1915, 926]"
274,"[1607, 1608, 1586, 1587, 1157]"
275,"[363, 1530, 1613, 744, 1188]"
276,"[1737, 290, 625, 1122, 1696]"
277,"[885, 1278, 1288, 1296, 720]"
278,"[1607, 1544, 1538, 1615, 1556]"
279,"[1557, 1619, 1617, 1558, 1618]"
280,"[1607, 1676, 625, 611, 741]"
281,"[1607, 1608, 1157, 368, 1072]"
282,"[1066, 1607, 1106, 653, 1123]"
283,"[1157, 1930, 368, 1056, 369]"
284,"[1528, 1906, 1607, 1544, 1586]"
285,"[6, 7, 8, 9, 10]"
286,"[1543, 1900, 1915, 1917, 1552]"
287,"[1607, 1538, 1615, 1556, 1537]"
288,"[1541, 1607, 1495, 653, 1123]"
289,"[194, 886, 1590, 1919, 1153]"
290,"[1543, 1900, 1915, 478, 1924]"
291,"[1721, 1915, 857, 1247, 453]"
292,"[1118, 872, 1746, 925, 904]"
293,"[1552, 1902, 1516, 1553, 1628]"
294,"[1746, 409, 1542, 1907, 871]"
295,"[1543, 1900, 1915, 1552, 1902]"
296,"[148, 146, 363, 1545, 1587]"
297,"[1543, 1900, 1917, 1915, 1552]"
298,"[1532, 1589, 1904, 1489, 1066]"
299,"[1887, 1562, 1599, 1884, 1145]"
300,"[1616, 1671, 1745, 1542, 1907]"
301,"[903, 1930, 761, 369, 1607]"
302,"[16, 18, 1194, 1204, 1246]"
303,"[903, 1936, 761, 636, 1257]"
304,"[478, 1924, 1884, 1543, 1900]"
305,"[4, 37, 867, 648, 933]"
306,"[784, 1730, 1647, 828, 381]"
307,"[1886, 1598, 903, 761, 679]"
308,"[1908, 813, 425, 1197, 406]"
309,"[1930, 1536, 1548, 1884, 1530]"
310,"[1724, 1664, 884, 1175, 1889]"
311,"[1809, 1133, 1528, 1906, 1607]"
312,"[1541, 1746, 1196, 1548, 632]"
313,"[1558, 1247, 374, 1721, 145]"
314,"[6, 7, 8, 9, 10]"
315,"[1908, 813, 406, 407, 1197]"
316,"[741, 372, 368, 757, 1186]"
317,"[1884, 1522, 1614, 1897, 1922]"
318,"[1543, 1900, 1897, 1922, 962]"
319,"[1915, 1543, 1900, 1552, 1902]"
320,"[1931, 886, 1932, 167, 190]"
321,"[1543, 1900, 1917, 1915, 1552]"
322,"[1607, 1570, 1619, 1543, 1900]"
323,"[926, 886, 623, 54, 72]"
324,"[1617, 114, 88, 860, 1614]"
325,"[1936, 57, 903, 1572, 761]"
326,"[368, 1607, 1157, 363, 741]"
327,"[413, 113, 698, 1897, 1922]"
328,"[1619, 1921, 1618, 926, 1557]"
329,"[679, 680, 681, 718, 688]"
330,"[625, 1543, 1900, 1552, 1902]"
331,"[478, 1924, 118, 58, 57]"
332,"[1619, 1557, 369, 1157, 326]"
333,"[1607, 1544, 1157, 368, 1067]"
334,"[1607, 1157, 368, 1608, 369]"
335,"[886, 737, 1531, 287, 1046]"
336,"[648, 867, 52, 796, 4]"
337,"[679, 680, 681, 718, 887]"
338,"[1897, 1922, 959, 1914, 1042]"
339,"[884, 1207, 1607, 1544, 1538]"
340,"[114, 1617, 1884, 1543, 1900]"
341,"[1607, 1897, 1922, 1544, 426]"
342,"[1552, 1902, 1516, 1915, 1543]"
343,"[114, 372, 1617, 1516, 1543]"
344,"[1664, 1157, 1549, 1536, 1607]"
345,"[1607, 1544, 1095, 368, 1608]"
346,"[114, 1543, 1900, 1617, 1915]"
347,"[1601, 1604, 888, 1062, 1712]"
348,"[1921, 1536, 1885, 926, 885]"
349,"[114, 1884, 1617, 1897, 1922]"
350,"[1915, 1619, 1557, 1561, 1552]"
351,"[1884, 478, 1924, 107, 1132]"
352,"[1607, 1157, 1608, 369, 368]"
353,"[1541, 1553, 1628, 1196, 884]"
354,"[1607, 1583, 1528, 1906, 1749]"
355,"[1543, 1900, 1607, 1157, 368]"
356,"[885, 106, 369, 1042, 1032]"
357,"[478, 1924, 1884, 1897, 1922]"
358,"[1548, 636, 962, 145, 374]"
359,"[1543, 1900, 864, 865, 1917]"
360,"[1543, 1900, 113, 1917, 1552]"
361,"[1543, 1900, 1042, 1586, 859]"
362,"[1543, 1900, 1917, 1552, 1902]"
363,"[1543, 1900, 1897, 1922, 1532]"
364,"[113, 1587, 88, 1042, 932]"
365,"[1612, 1199, 871, 1556, 1201]"
366,"[117, 648, 867, 1197, 875]"
367,"[1573, 381, 884, 1056, 54]"
368,"[201, 1672, 200, 159, 921]"
369,"[232, 636, 1586, 1607, 808]"
370,"[1915, 1516, 907, 1543, 1900]"
371,"[1543, 1900, 1915, 623, 759]"
372,"[1541, 1624, 664, 1553, 1628]"
373,"[808, 260, 1137, 1050, 1058]"
374,"[478, 1924, 114, 1884, 1197]"
375,"[1541, 1524, 1559, 1525, 1624]"
376,"[106, 688, 1428, 1882, 1897]"
377,"[1915, 1543, 1900, 1552, 1902]"
378,"[1601, 478, 1924, 468, 1825]"
379,"[113, 1907, 1554, 1527, 1627]"
380,"[1586, 113, 1587, 1556, 1538]"
381,"[1607, 368, 369, 1157, 741]"
382,"[1915, 1543, 1900, 1897, 1922]"
383,"[16, 18, 1194, 1204, 1246]"
384,"[1607, 1587, 1608, 1041, 1157]"
385,"[1543, 1900, 1548, 1932, 1516]"
386,"[1921, 1516, 1545, 790, 926]"
387,"[114, 1724, 372, 1080, 1617]"
388,"[1572, 1607, 1157, 1893, 341]"
389,"[852, 825, 374, 1676, 1885]"
390,"[1543, 1900, 1915, 926, 1607]"
391,"[478, 1924, 1617, 1619, 371]"
392,"[881, 920, 1897, 1922, 1527]"
393,"[116, 1915, 722, 926, 1545]"
394,"[78, 1548, 83, 1663, 453]"
395,"[114, 1199, 1193, 602, 1428]"
396,"[1607, 625, 1548, 1544, 1932]"
397,"[114, 1617, 1926, 1066, 375]"
398,"[116, 1915, 1921, 926, 326]"
399,"[1543, 1900, 1033, 1587, 935]"
400,"[1530, 1613, 1542, 1072, 1570]"
401,"[864, 409, 655, 865, 1746]"
402,"[16, 18, 1194, 1204, 1246]"
403,"[114, 1884, 1617, 1557, 1619]"
404,"[145, 305, 1925, 1676, 376]"
405,"[1676, 611, 1300, 452, 1298]"
406,"[1157, 1607, 363, 1930, 372]"
407,"[1543, 1900, 761, 752, 1915]"
408,"[1915, 1543, 1900, 1536, 1917]"
409,"[1655, 339, 700, 1607, 679]"
410,"[1587, 1586, 1040, 1029, 278]"
411,"[1572, 432, 884, 679, 680]"
412,"[1617, 1601, 884, 108, 1295]"
413,"[1915, 926, 1917, 177, 1049]"
414,"[655, 644, 650, 654, 1746]"
415,"[795, 1187, 336, 1574, 1568]"
416,"[1532, 1589, 1904, 1489, 1884]"
417,"[1618, 926, 1908, 813, 1528]"
418,"[1592, 1929, 1680, 1154, 722]"
419,"[452, 1157, 1158, 1676, 1080]"
420,"[625, 962, 963, 148, 1033]"
421,"[886, 1725, 1758, 1762, 1042]"
422,"[1618, 1587, 1554, 1527, 1627]"
423,"[511, 1485, 625, 548, 673]"
424,"[1607, 368, 1544, 741, 369]"
425,"[1607, 368, 1157, 1186, 741]"
426,"[1863, 1133, 1874, 1853, 1557]"
427,"[1601, 688, 1178, 1917, 1543]"
428,"[1317, 1607, 1319, 1157, 114]"
429,"[887, 1072, 1570, 1921, 1126]"
430,"[885, 258, 1590, 886, 1049]"
431,"[887, 107, 1321, 695, 696]"
432,"[1884, 1489, 1532, 1589, 1904]"
433,"[1915, 1543, 1900, 1203, 411]"
434,"[935, 1587, 1542, 1095, 1530]"
435,"[1607, 114, 1080, 372, 1676]"
436,"[1915, 926, 425, 1049, 1324]"
437,"[362, 741, 1186, 372, 768]"
438,"[1921, 1907, 1551, 1545, 871]"
439,"[1548, 78, 511, 625, 1485]"
440,"[1543, 1900, 1917, 1915, 1552]"
441,"[16, 18, 1194, 1204, 1246]"
442,"[1607, 1884, 1548, 1618, 1201]"
443,"[1570, 1619, 116, 1930, 1072]"
444,"[1607, 1157, 1056, 368, 369]"
445,"[1931, 149, 1721, 697, 1932]"
446,"[1543, 1900, 1516, 1915, 1552]"
447,"[761, 903, 926, 1935, 1936]"
448,"[1536, 1915, 1552, 1902, 1543]"
449,"[1527, 1627, 1905, 1554, 1071]"
450,"[1672, 159, 921, 1054, 201]"
451,"[368, 1607, 369, 1157, 363]"
452,"[1926, 1917, 1587, 1552, 1902]"
453,"[1543, 1900, 1552, 1902, 1915]"
454,"[813, 1908, 406, 407, 1543]"
455,"[1684, 259, 1317, 194, 224]"
456,"[1543, 1900, 1428, 1882, 1897]"
457,"[1528, 1906, 1928, 1917, 1543]"
458,"[1607, 1543, 1900, 1157, 446]"
459,"[1180, 926, 1921, 1125, 752]"
460,"[926, 1921, 1885, 1042, 1516]"
461,"[1428, 1882, 1586, 1556, 1538]"
462,"[1676, 636, 926, 625, 232]"
463,"[1884, 708, 700, 688, 687]"
464,"[1915, 1543, 1900, 1552, 1902]"
465,"[884, 1664, 87, 1568, 891]"
466,"[326, 1125, 125, 1068, 1536]"
467,"[884, 1062, 1568, 1535, 1903]"
468,"[1543, 1900, 16, 18, 1194]"
469,"[1121, 1544, 1607, 1538, 1615]"
470,"[1601, 1606, 1540, 413, 888]"
471,"[1301, 1255, 452, 374, 1724]"
472,"[110, 799, 6, 7, 8]"
473,"[1592, 1929, 1680, 1586, 1154]"
474,"[1543, 1900, 853, 697, 1931]"
475,"[1556, 1907, 1538, 1615, 871]"
476,"[1619, 1558, 722, 1557, 1617]"
477,"[1915, 623, 722, 1543, 1900]"
478,"[1543, 1900, 1587, 1042, 1586]"
479,"[99, 113, 1900, 1543, 1917]"
480,"[368, 1607, 1157, 369, 363]"
481,"[305, 145, 376, 1676, 374]"
482,"[292, 1555, 1655, 700, 221]"
483,"[1607, 368, 1157, 369, 1608]"
484,"[1884, 1655, 339, 1543, 1900]"
485,"[1543, 1900, 1748, 1071, 868]"
486,"[1607, 1157, 368, 1608, 369]"
487,"[114, 1617, 1113, 1070, 1592]"
488,"[1907, 1518, 1748, 1563, 409]"
489,"[1572, 832, 276, 308, 289]"
490,"[1915, 1884, 1543, 1900, 1552]"
491,"[1541, 1196, 632, 1624, 1516]"
492,"[1607, 1608, 368, 1072, 1619]"
493,"[1543, 1900, 1598, 1884, 903]"
494,"[1570, 1543, 1900, 1619, 698]"
495,"[1884, 1618, 4, 37, 1548]"
496,"[959, 801, 152, 278, 739]"
497,"[1157, 1607, 368, 369, 1056]"
498,"[928, 1545, 1587, 1049, 1914]"
499,"[1601, 1897, 1922, 1921, 1066]"
500,"[722, 1106, 6, 7, 8]"
501,"[1528, 1906, 114, 1617, 106]"
502,"[1536, 426, 1898, 850, 369]"
503,"[106, 1178, 688, 1602, 1600]"
504,"[1543, 1900, 1536, 1042, 1587]"
505,"[1560, 1019, 852, 1067, 452]"
506,"[1548, 133, 453, 78, 1863]"
507,"[1602, 406, 407, 1935, 926]"
508,"[1528, 1906, 1916, 1928, 1529]"
509,"[1900, 1543, 1587, 1536, 936]"
510,"[1543, 1900, 1915, 1917, 1552]"
511,"[114, 1617, 478, 1924, 375]"
512,"[1202, 410, 1749, 1157, 425]"
513,"[737, 1591, 886, 953, 885]"
514,"[1530, 1613, 363, 1570, 1894]"
515,"[113, 1567, 1611, 1896, 87]"
516,"[737, 1917, 886, 1884, 1591]"
517,"[759, 1598, 1528, 1906, 363]"
518,"[1915, 1917, 1543, 1900, 1552]"
519,"[57, 475, 1248, 1005, 381]"
520,"[478, 1924, 1884, 1550, 1619]"
521,"[624, 1666, 1664, 908, 884]"
522,"[1721, 1592, 1929, 697, 1722]"
523,"[1900, 1543, 885, 1921, 1079]"
524,"[926, 1930, 1049, 885, 1032]"
525,"[1915, 1543, 1900, 1552, 1902]"
526,"[864, 865, 1536, 115, 1692]"
527,"[926, 1133, 1935, 1125, 1049]"
528,"[1542, 1530, 1613, 1127, 1619]"
529,"[6, 7, 8, 9, 10]"
530,"[1892, 1526, 1899, 1071, 864]"
531,"[1676, 1921, 926, 825, 761]"
532,"[1607, 1252, 1157, 1608, 368]"
533,"[114, 1724, 1548, 1617, 372]"
534,"[1561, 1552, 1902, 1516, 1809]"
535,"[679, 680, 681, 718, 1676]"
536,"[1583, 1193, 602, 194, 425]"
537,"[1305, 478, 1924, 1884, 1543]"
538,"[1921, 722, 1547, 1901, 752]"
539,"[194, 1317, 720, 114, 1577]"
540,"[679, 680, 681, 718, 1543]"
541,"[1607, 1592, 1929, 1721, 644]"
542,"[1601, 688, 1617, 110, 114]"
543,"[1528, 1906, 770, 886, 1645]"
544,"[1054, 201, 1486, 1926, 1907]"
545,"[1298, 1607, 1556, 1586, 1538]"
546,"[926, 1545, 1591, 1935, 1049]"
547,"[1607, 1157, 1538, 1615, 1556]"
548,"[1607, 1548, 1525, 453, 1608]"
549,"[1528, 1906, 1617, 114, 106]"
550,"[1907, 1066, 1921, 625, 1616]"
551,"[175, 722, 1049, 1545, 1921]"
552,"[1607, 1157, 1608, 1538, 1615]"
553,"[1607, 368, 741, 1544, 770]"
554,"[1157, 1607, 1544, 368, 1067]"
555,"[1536, 1931, 1548, 1932, 133]"
556,"[114, 1932, 1617, 372, 1516]"
557,"[1764, 114, 1080, 1607, 1157]"
558,"[1884, 478, 1924, 1748, 413]"
559,"[413, 698, 113, 1897, 1922]"
560,"[1931, 1536, 1884, 1516, 1548]"
561,"[114, 1536, 1917, 1543, 1900]"
562,"[1543, 1900, 1915, 1917, 1552]"
563,"[1299, 1548, 133, 1607, 78]"
564,"[478, 1924, 1884, 1543, 1900]"
565,"[1908, 813, 1042, 1520, 1620]"
566,"[413, 1748, 868, 1543, 1900]"
567,"[1541, 1548, 1196, 1553, 1628]"
568,"[1543, 1900, 1516, 1721, 697]"
569,"[201, 1926, 1621, 1542, 1587]"
570,"[1607, 1563, 1201, 1583, 1584]"
571,"[1528, 1906, 1529, 1588, 1916]"
572,"[625, 1915, 1917, 1552, 1902]"
573,"[1570, 1193, 602, 1072, 162]"
574,"[372, 114, 1617, 1080, 1158]"
575,"[926, 1915, 1619, 1543, 1900]"
576,"[625, 631, 650, 54, 644]"
577,"[6, 7, 8, 9, 10]"
578,"[1897, 1922, 1586, 1587, 1538]"
579,"[1926, 1066, 1193, 1907, 106]"
580,"[885, 886, 258, 953, 737]"
581,"[886, 194, 1012, 114, 1617]"
582,"[1558, 926, 132, 1721, 1618]"
583,"[928, 1587, 1029, 1586, 935]"
584,"[1884, 676, 686, 690, 114]"
585,"[1607, 1543, 1900, 1495, 1123]"
586,"[926, 116, 1592, 1929, 153]"
587,"[1066, 1926, 113, 1897, 1922]"
588,"[1586, 1587, 1326, 936, 1908]"
589,"[1586, 1914, 1587, 1029, 1621]"
590,"[1921, 1543, 1900, 1721, 1516]"
591,"[114, 427, 110, 1724, 478]"
592,"[188, 881, 920, 433, 267]"
593,"[1541, 1553, 1628, 1118, 1552]"
594,"[926, 1921, 1543, 1900, 1607]"
595,"[1543, 1900, 1915, 1619, 1558]"
596,"[478, 1924, 1884, 88, 1543]"
597,"[1066, 1607, 783, 935, 1527]"
598,"[1592, 1929, 1248, 935, 1607]"
599,"[679, 680, 681, 718, 1607]"
600,"[1884, 926, 1543, 1900, 1915]"
601,"[926, 636, 232, 625, 1003]"
602,"[1543, 1900, 623, 54, 808]"
